AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,75198,2016
Constituency_1,1,BJP,87230,2016
Constituency_1,1,CPM,58846,2016
Constituency_1,1,AITC,28516,2016
Constituency_1,1,DMK,30375,2016
Constituency_1,1,AIADMK,86811,2016
Constituency_1,1,OTHERS,86376,2016
Constituency_2,2,INC,24379,2016
Constituency_2,2,BJP,67754,2016
Constituency_2,2,CPM,61423,2016
Constituency_2,2,AITC,93944,2016
Constituency_2,2,DMK,81257,2016
Constituency_2,2,AIADMK,81258,2016
Constituency_2,2,OTHERS,84492,2016
Constituency_3,3,INC,40732,2016
Constituency_3,3,BJP,30710,2016
Constituency_3,3,CPM,37186,2016
Constituency_3,3,AITC,15983,2016
Constituency_3,3,DMK,74831,2016
Constituency_3,3,AIADMK,94439,2016
Constituency_3,3,OTHERS,69292,2016
Constituency_4,4,INC,16760,2016
Constituency_4,4,BJP,86452,2016
Constituency_4,4,CPM,80262,2016
Constituency_4,4,AITC,97545,2016
Constituency_4,4,DMK,77764,2016
Constituency_4,4,AIADMK,56142,2016
Constituency_4,4,OTHERS,41090,2016
Constituency_5,5,INC,22053,2016
Constituency_5,5,BJP,83123,2016
Constituency_5,5,CPM,75526,2016
Constituency_5,5,AITC,86021,2016
Constituency_5,5,DMK,29735,2016
Constituency_5,5,AIADMK,98001,2016
Constituency_5,5,OTHERS,81979,2016
Constituency_6,6,INC,38002,2016
Constituency_6,6,BJP,89879,2016
Constituency_6,6,CPM,37709,2016
Constituency_6,6,AITC,10477,2016
Constituency_6,6,DMK,65445,2016
Constituency_6,6,AIADMK,57950,2016
Constituency_6,6,OTHERS,23989,2016
Constituency_7,7,INC,40630,2016
Constituency_7,7,BJP,82770,2016
Constituency_7,7,CPM,67045,2016
Constituency_7,7,AITC,28910,2016
Constituency_7,7,DMK,27117,2016
Constituency_7,7,AIADMK,90489,2016
Constituency_7,7,OTHERS,85989,2016
Constituency_8,8,INC,29523,2016
Constituency_8,8,BJP,53378,2016
Constituency_8,8,CPM,31507,2016
Constituency_8,8,AITC,15792,2016
Constituency_8,8,DMK,12853,2016
Constituency_8,8,AIADMK,90686,2016
Constituency_8,8,OTHERS,28533,2016
Constituency_9,9,INC,80267,2016
Constituency_9,9,BJP,66216,2016
Constituency_9,9,CPM,57417,2016
Constituency_9,9,AITC,83639,2016
Constituency_9,9,DMK,11758,2016
Constituency_9,9,AIADMK,17313,2016
Constituency_9,9,OTHERS,81441,2016
Constituency_10,10,INC,92693,2016
Constituency_10,10,BJP,99541,2016
Constituency_10,10,CPM,19042,2016
Constituency_10,10,AITC,87927,2016
Constituency_10,10,DMK,59922,2016
Constituency_10,10,AIADMK,17511,2016
Constituency_10,10,OTHERS,51538,2016
Constituency_11,11,INC,19006,2016
Constituency_11,11,BJP,66432,2016
Constituency_11,11,CPM,19247,2016
Constituency_11,11,AITC,25229,2016
Constituency_11,11,DMK,83040,2016
Constituency_11,11,AIADMK,83289,2016
Constituency_11,11,OTHERS,29906,2016
Constituency_12,12,INC,71757,2016
Constituency_12,12,BJP,19755,2016
Constituency_12,12,CPM,35214,2016
Constituency_12,12,AITC,86018,2016
Constituency_12,12,DMK,73806,2016
Constituency_12,12,AIADMK,51397,2016
Constituency_12,12,OTHERS,49727,2016
Constituency_13,13,INC,26281,2016
Constituency_13,13,BJP,36016,2016
Constituency_13,13,CPM,92820,2016
Constituency_13,13,AITC,56187,2016
Constituency_13,13,DMK,53818,2016
Constituency_13,13,AIADMK,51548,2016
Constituency_13,13,OTHERS,48499,2016
Constituency_14,14,INC,71767,2016
Constituency_14,14,BJP,15401,2016
Constituency_14,14,CPM,80468,2016
Constituency_14,14,AITC,94132,2016
Constituency_14,14,DMK,86165,2016
Constituency_14,14,AIADMK,61075,2016
Constituency_14,14,OTHERS,95644,2016
Constituency_15,15,INC,90067,2016
Constituency_15,15,BJP,86571,2016
Constituency_15,15,CPM,62054,2016
Constituency_15,15,AITC,30951,2016
Constituency_15,15,DMK,54576,2016
Constituency_15,15,AIADMK,36445,2016
Constituency_15,15,OTHERS,97074,2016
Constituency_16,16,INC,56901,2016
Constituency_16,16,BJP,88655,2016
Constituency_16,16,CPM,67841,2016
Constituency_16,16,AITC,50361,2016
Constituency_16,16,DMK,30977,2016
Constituency_16,16,AIADMK,68470,2016
Constituency_16,16,OTHERS,29350,2016
Constituency_17,17,INC,43221,2016
Constituency_17,17,BJP,59170,2016
Constituency_17,17,CPM,47335,2016
Constituency_17,17,AITC,44809,2016
Constituency_17,17,DMK,36627,2016
Constituency_17,17,AIADMK,67534,2016
Constituency_17,17,OTHERS,81668,2016
Constituency_18,18,INC,87920,2016
Constituency_18,18,BJP,24771,2016
Constituency_18,18,CPM,50809,2016
Constituency_18,18,AITC,52128,2016
Constituency_18,18,DMK,50762,2016
Constituency_18,18,AIADMK,38253,2016
Constituency_18,18,OTHERS,16023,2016
Constituency_19,19,INC,50051,2016
Constituency_19,19,BJP,19574,2016
Constituency_19,19,CPM,73317,2016
Constituency_19,19,AITC,60529,2016
Constituency_19,19,DMK,46809,2016
Constituency_19,19,AIADMK,43841,2016
Constituency_19,19,OTHERS,68974,2016
Constituency_20,20,INC,31572,2016
Constituency_20,20,BJP,98797,2016
Constituency_20,20,CPM,32260,2016
Constituency_20,20,AITC,79597,2016
Constituency_20,20,DMK,56591,2016
Constituency_20,20,AIADMK,70026,2016
Constituency_20,20,OTHERS,84552,2016
Constituency_21,21,INC,60399,2016
Constituency_21,21,BJP,37342,2016
Constituency_21,21,CPM,65481,2016
Constituency_21,21,AITC,33569,2016
Constituency_21,21,DMK,48948,2016
Constituency_21,21,AIADMK,74070,2016
Constituency_21,21,OTHERS,79955,2016
Constituency_22,22,INC,16370,2016
Constituency_22,22,BJP,29913,2016
Constituency_22,22,CPM,39288,2016
Constituency_22,22,AITC,93177,2016
Constituency_22,22,DMK,96457,2016
Constituency_22,22,AIADMK,82019,2016
Constituency_22,22,OTHERS,93868,2016
Constituency_23,23,INC,29503,2016
Constituency_23,23,BJP,96536,2016
Constituency_23,23,CPM,60114,2016
Constituency_23,23,AITC,55607,2016
Constituency_23,23,DMK,97968,2016
Constituency_23,23,AIADMK,59582,2016
Constituency_23,23,OTHERS,39015,2016
Constituency_24,24,INC,37335,2016
Constituency_24,24,BJP,24542,2016
Constituency_24,24,CPM,69367,2016
Constituency_24,24,AITC,96446,2016
Constituency_24,24,DMK,87420,2016
Constituency_24,24,AIADMK,94653,2016
Constituency_24,24,OTHERS,61493,2016
Constituency_25,25,INC,48597,2016
Constituency_25,25,BJP,85456,2016
Constituency_25,25,CPM,22302,2016
Constituency_25,25,AITC,51059,2016
Constituency_25,25,DMK,50195,2016
Constituency_25,25,AIADMK,90137,2016
Constituency_25,25,OTHERS,22315,2016
Constituency_26,26,INC,43691,2016
Constituency_26,26,BJP,79676,2016
Constituency_26,26,CPM,10596,2016
Constituency_26,26,AITC,52664,2016
Constituency_26,26,DMK,88408,2016
Constituency_26,26,AIADMK,16331,2016
Constituency_26,26,OTHERS,62490,2016
Constituency_27,27,INC,16238,2016
Constituency_27,27,BJP,67306,2016
Constituency_27,27,CPM,76519,2016
Constituency_27,27,AITC,75219,2016
Constituency_27,27,DMK,27790,2016
Constituency_27,27,AIADMK,21824,2016
Constituency_27,27,OTHERS,55324,2016
Constituency_28,28,INC,73895,2016
Constituency_28,28,BJP,33997,2016
Constituency_28,28,CPM,91463,2016
Constituency_28,28,AITC,92924,2016
Constituency_28,28,DMK,31137,2016
Constituency_28,28,AIADMK,38462,2016
Constituency_28,28,OTHERS,74247,2016
Constituency_29,29,INC,18893,2016
Constituency_29,29,BJP,80321,2016
Constituency_29,29,CPM,49925,2016
Constituency_29,29,AITC,37467,2016
Constituency_29,29,DMK,31789,2016
Constituency_29,29,AIADMK,28351,2016
Constituency_29,29,OTHERS,74913,2016
Constituency_30,30,INC,28497,2016
Constituency_30,30,BJP,72748,2016
Constituency_30,30,CPM,45540,2016
Constituency_30,30,AITC,63521,2016
Constituency_30,30,DMK,86428,2016
Constituency_30,30,AIADMK,52561,2016
Constituency_30,30,OTHERS,95760,2016
Constituency_31,31,INC,29936,2016
Constituency_31,31,BJP,95787,2016
Constituency_31,31,CPM,58533,2016
Constituency_31,31,AITC,62900,2016
Constituency_31,31,DMK,50797,2016
Constituency_31,31,AIADMK,19214,2016
Constituency_31,31,OTHERS,46001,2016
Constituency_32,32,INC,59316,2016
Constituency_32,32,BJP,54446,2016
Constituency_32,32,CPM,13682,2016
Constituency_32,32,AITC,16975,2016
Constituency_32,32,DMK,60329,2016
Constituency_32,32,AIADMK,67658,2016
Constituency_32,32,OTHERS,17503,2016
Constituency_33,33,INC,25345,2016
Constituency_33,33,BJP,70149,2016
Constituency_33,33,CPM,24817,2016
Constituency_33,33,AITC,78091,2016
Constituency_33,33,DMK,15631,2016
Constituency_33,33,AIADMK,75952,2016
Constituency_33,33,OTHERS,61990,2016
Constituency_34,34,INC,74056,2016
Constituency_34,34,BJP,40400,2016
Constituency_34,34,CPM,70496,2016
Constituency_34,34,AITC,31188,2016
Constituency_34,34,DMK,37301,2016
Constituency_34,34,AIADMK,73575,2016
Constituency_34,34,OTHERS,72943,2016
Constituency_35,35,INC,77413,2016
Constituency_35,35,BJP,90573,2016
Constituency_35,35,CPM,58537,2016
Constituency_35,35,AITC,36691,2016
Constituency_35,35,DMK,31560,2016
Constituency_35,35,AIADMK,50127,2016
Constituency_35,35,OTHERS,16438,2016
Constituency_36,36,INC,19712,2016
Constituency_36,36,BJP,87308,2016
Constituency_36,36,CPM,12909,2016
Constituency_36,36,AITC,10991,2016
Constituency_36,36,DMK,36278,2016
Constituency_36,36,AIADMK,61297,2016
Constituency_36,36,OTHERS,53535,2016
Constituency_37,37,INC,59498,2016
Constituency_37,37,BJP,97549,2016
Constituency_37,37,CPM,32795,2016
Constituency_37,37,AITC,72767,2016
Constituency_37,37,DMK,57039,2016
Constituency_37,37,AIADMK,59302,2016
Constituency_37,37,OTHERS,76831,2016
Constituency_38,38,INC,99050,2016
Constituency_38,38,BJP,52032,2016
Constituency_38,38,CPM,87021,2016
Constituency_38,38,AITC,81326,2016
Constituency_38,38,DMK,90192,2016
Constituency_38,38,AIADMK,81869,2016
Constituency_38,38,OTHERS,97073,2016
Constituency_39,39,INC,97015,2016
Constituency_39,39,BJP,60969,2016
Constituency_39,39,CPM,14989,2016
Constituency_39,39,AITC,63907,2016
Constituency_39,39,DMK,60239,2016
Constituency_39,39,AIADMK,29683,2016
Constituency_39,39,OTHERS,98550,2016
Constituency_40,40,INC,79387,2016
Constituency_40,40,BJP,27077,2016
Constituency_40,40,CPM,88608,2016
Constituency_40,40,AITC,12400,2016
Constituency_40,40,DMK,18913,2016
Constituency_40,40,AIADMK,43848,2016
Constituency_40,40,OTHERS,55769,2016
Constituency_41,41,INC,42528,2016
Constituency_41,41,BJP,41447,2016
Constituency_41,41,CPM,81928,2016
Constituency_41,41,AITC,82461,2016
Constituency_41,41,DMK,32484,2016
Constituency_41,41,AIADMK,89006,2016
Constituency_41,41,OTHERS,87264,2016
Constituency_42,42,INC,65590,2016
Constituency_42,42,BJP,56950,2016
Constituency_42,42,CPM,18374,2016
Constituency_42,42,AITC,41865,2016
Constituency_42,42,DMK,41752,2016
Constituency_42,42,AIADMK,47025,2016
Constituency_42,42,OTHERS,98375,2016
Constituency_43,43,INC,41853,2016
Constituency_43,43,BJP,93435,2016
Constituency_43,43,CPM,93679,2016
Constituency_43,43,AITC,19573,2016
Constituency_43,43,DMK,94544,2016
Constituency_43,43,AIADMK,34070,2016
Constituency_43,43,OTHERS,54201,2016
Constituency_44,44,INC,54054,2016
Constituency_44,44,BJP,84740,2016
Constituency_44,44,CPM,60188,2016
Constituency_44,44,AITC,97813,2016
Constituency_44,44,DMK,99964,2016
Constituency_44,44,AIADMK,14306,2016
Constituency_44,44,OTHERS,55845,2016
Constituency_45,45,INC,83784,2016
Constituency_45,45,BJP,74662,2016
Constituency_45,45,CPM,96385,2016
Constituency_45,45,AITC,14754,2016
Constituency_45,45,DMK,21581,2016
Constituency_45,45,AIADMK,96168,2016
Constituency_45,45,OTHERS,65120,2016
Constituency_46,46,INC,73086,2016
Constituency_46,46,BJP,97996,2016
Constituency_46,46,CPM,79732,2016
Constituency_46,46,AITC,97038,2016
Constituency_46,46,DMK,61569,2016
Constituency_46,46,AIADMK,83874,2016
Constituency_46,46,OTHERS,87543,2016
Constituency_47,47,INC,49463,2016
Constituency_47,47,BJP,94093,2016
Constituency_47,47,CPM,35073,2016
Constituency_47,47,AITC,36985,2016
Constituency_47,47,DMK,13015,2016
Constituency_47,47,AIADMK,70417,2016
Constituency_47,47,OTHERS,71075,2016
Constituency_48,48,INC,22185,2016
Constituency_48,48,BJP,50398,2016
Constituency_48,48,CPM,92655,2016
Constituency_48,48,AITC,41286,2016
Constituency_48,48,DMK,10001,2016
Constituency_48,48,AIADMK,83155,2016
Constituency_48,48,OTHERS,41668,2016
Constituency_49,49,INC,31651,2016
Constituency_49,49,BJP,66278,2016
Constituency_49,49,CPM,18495,2016
Constituency_49,49,AITC,36140,2016
Constituency_49,49,DMK,42162,2016
Constituency_49,49,AIADMK,85781,2016
Constituency_49,49,OTHERS,44317,2016
Constituency_50,50,INC,22805,2016
Constituency_50,50,BJP,91820,2016
Constituency_50,50,CPM,14925,2016
Constituency_50,50,AITC,32655,2016
Constituency_50,50,DMK,58549,2016
Constituency_50,50,AIADMK,49079,2016
Constituency_50,50,OTHERS,39220,2016
Constituency_51,51,INC,78491,2016
Constituency_51,51,BJP,39879,2016
Constituency_51,51,CPM,38689,2016
Constituency_51,51,AITC,80511,2016
Constituency_51,51,DMK,13401,2016
Constituency_51,51,AIADMK,16884,2016
Constituency_51,51,OTHERS,62873,2016
Constituency_52,52,INC,74558,2016
Constituency_52,52,BJP,75952,2016
Constituency_52,52,CPM,73292,2016
Constituency_52,52,AITC,15895,2016
Constituency_52,52,DMK,92560,2016
Constituency_52,52,AIADMK,76364,2016
Constituency_52,52,OTHERS,50615,2016
Constituency_53,53,INC,85606,2016
Constituency_53,53,BJP,17566,2016
Constituency_53,53,CPM,58679,2016
Constituency_53,53,AITC,74758,2016
Constituency_53,53,DMK,78909,2016
Constituency_53,53,AIADMK,62734,2016
Constituency_53,53,OTHERS,41637,2016
Constituency_54,54,INC,35267,2016
Constituency_54,54,BJP,34916,2016
Constituency_54,54,CPM,52813,2016
Constituency_54,54,AITC,12569,2016
Constituency_54,54,DMK,24383,2016
Constituency_54,54,AIADMK,92336,2016
Constituency_54,54,OTHERS,89725,2016
Constituency_55,55,INC,93637,2016
Constituency_55,55,BJP,26014,2016
Constituency_55,55,CPM,88352,2016
Constituency_55,55,AITC,26551,2016
Constituency_55,55,DMK,22156,2016
Constituency_55,55,AIADMK,73232,2016
Constituency_55,55,OTHERS,49270,2016
Constituency_56,56,INC,38960,2016
Constituency_56,56,BJP,37236,2016
Constituency_56,56,CPM,73636,2016
Constituency_56,56,AITC,68490,2016
Constituency_56,56,DMK,30924,2016
Constituency_56,56,AIADMK,81301,2016
Constituency_56,56,OTHERS,13180,2016
Constituency_57,57,INC,77636,2016
Constituency_57,57,BJP,11526,2016
Constituency_57,57,CPM,26396,2016
Constituency_57,57,AITC,12105,2016
Constituency_57,57,DMK,71929,2016
Constituency_57,57,AIADMK,23087,2016
Constituency_57,57,OTHERS,99665,2016
Constituency_58,58,INC,38948,2016
Constituency_58,58,BJP,25758,2016
Constituency_58,58,CPM,33782,2016
Constituency_58,58,AITC,60116,2016
Constituency_58,58,DMK,64129,2016
Constituency_58,58,AIADMK,17893,2016
Constituency_58,58,OTHERS,89064,2016
Constituency_59,59,INC,75148,2016
Constituency_59,59,BJP,26317,2016
Constituency_59,59,CPM,61483,2016
Constituency_59,59,AITC,77100,2016
Constituency_59,59,DMK,59634,2016
Constituency_59,59,AIADMK,93793,2016
Constituency_59,59,OTHERS,61698,2016
Constituency_60,60,INC,72200,2016
Constituency_60,60,BJP,69289,2016
Constituency_60,60,CPM,68914,2016
Constituency_60,60,AITC,42544,2016
Constituency_60,60,DMK,41747,2016
Constituency_60,60,AIADMK,40397,2016
Constituency_60,60,OTHERS,77637,2016
Constituency_61,61,INC,12459,2016
Constituency_61,61,BJP,97889,2016
Constituency_61,61,CPM,20001,2016
Constituency_61,61,AITC,79850,2016
Constituency_61,61,DMK,13868,2016
Constituency_61,61,AIADMK,41312,2016
Constituency_61,61,OTHERS,42469,2016
Constituency_62,62,INC,13949,2016
Constituency_62,62,BJP,26187,2016
Constituency_62,62,CPM,66904,2016
Constituency_62,62,AITC,87732,2016
Constituency_62,62,DMK,83199,2016
Constituency_62,62,AIADMK,59654,2016
Constituency_62,62,OTHERS,15614,2016
Constituency_63,63,INC,23703,2016
Constituency_63,63,BJP,56468,2016
Constituency_63,63,CPM,51754,2016
Constituency_63,63,AITC,46126,2016
Constituency_63,63,DMK,41492,2016
Constituency_63,63,AIADMK,84185,2016
Constituency_63,63,OTHERS,98239,2016
Constituency_64,64,INC,44972,2016
Constituency_64,64,BJP,24620,2016
Constituency_64,64,CPM,77628,2016
Constituency_64,64,AITC,42707,2016
Constituency_64,64,DMK,12223,2016
Constituency_64,64,AIADMK,42959,2016
Constituency_64,64,OTHERS,19197,2016
Constituency_65,65,INC,27983,2016
Constituency_65,65,BJP,26436,2016
Constituency_65,65,CPM,50894,2016
Constituency_65,65,AITC,29869,2016
Constituency_65,65,DMK,40064,2016
Constituency_65,65,AIADMK,32297,2016
Constituency_65,65,OTHERS,66045,2016
Constituency_66,66,INC,11710,2016
Constituency_66,66,BJP,15028,2016
Constituency_66,66,CPM,80884,2016
Constituency_66,66,AITC,11084,2016
Constituency_66,66,DMK,55408,2016
Constituency_66,66,AIADMK,93364,2016
Constituency_66,66,OTHERS,29022,2016
Constituency_67,67,INC,99067,2016
Constituency_67,67,BJP,36937,2016
Constituency_67,67,CPM,18049,2016
Constituency_67,67,AITC,91933,2016
Constituency_67,67,DMK,47098,2016
Constituency_67,67,AIADMK,16747,2016
Constituency_67,67,OTHERS,68786,2016
Constituency_68,68,INC,84544,2016
Constituency_68,68,BJP,41903,2016
Constituency_68,68,CPM,91095,2016
Constituency_68,68,AITC,82367,2016
Constituency_68,68,DMK,39035,2016
Constituency_68,68,AIADMK,55042,2016
Constituency_68,68,OTHERS,18175,2016
Constituency_69,69,INC,57191,2016
Constituency_69,69,BJP,53601,2016
Constituency_69,69,CPM,61726,2016
Constituency_69,69,AITC,88444,2016
Constituency_69,69,DMK,47295,2016
Constituency_69,69,AIADMK,60062,2016
Constituency_69,69,OTHERS,71482,2016
Constituency_70,70,INC,48639,2016
Constituency_70,70,BJP,72199,2016
Constituency_70,70,CPM,79363,2016
Constituency_70,70,AITC,83334,2016
Constituency_70,70,DMK,76228,2016
Constituency_70,70,AIADMK,29057,2016
Constituency_70,70,OTHERS,17034,2016
Constituency_71,71,INC,78683,2016
Constituency_71,71,BJP,10529,2016
Constituency_71,71,CPM,89568,2016
Constituency_71,71,AITC,79677,2016
Constituency_71,71,DMK,77839,2016
Constituency_71,71,AIADMK,87813,2016
Constituency_71,71,OTHERS,67117,2016
Constituency_72,72,INC,61652,2016
Constituency_72,72,BJP,40105,2016
Constituency_72,72,CPM,17072,2016
Constituency_72,72,AITC,39291,2016
Constituency_72,72,DMK,78833,2016
