AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,35775,2001
Constituency_1,1,BJP,31320,2001
Constituency_1,1,CPM,89893,2001
Constituency_1,1,AITC,93920,2001
Constituency_1,1,DMK,58705,2001
Constituency_1,1,AIADMK,91926,2001
Constituency_1,1,OTHERS,48298,2001
Constituency_2,2,INC,54692,2001
Constituency_2,2,BJP,16800,2001
Constituency_2,2,CPM,99872,2001
Constituency_2,2,AITC,23241,2001
Constituency_2,2,DMK,58336,2001
Constituency_2,2,AIADMK,47275,2001
Constituency_2,2,OTHERS,71157,2001
Constituency_3,3,INC,62098,2001
Constituency_3,3,BJP,39845,2001
Constituency_3,3,CPM,61467,2001
Constituency_3,3,AITC,46972,2001
Constituency_3,3,DMK,19172,2001
Constituency_3,3,AIADMK,56900,2001
Constituency_3,3,OTHERS,27650,2001
Constituency_4,4,INC,85374,2001
Constituency_4,4,BJP,25834,2001
Constituency_4,4,CPM,41328,2001
Constituency_4,4,AITC,48437,2001
Constituency_4,4,DMK,17822,2001
Constituency_4,4,AIADMK,69081,2001
Constituency_4,4,OTHERS,15672,2001
Constituency_5,5,INC,25431,2001
Constituency_5,5,BJP,34610,2001
Constituency_5,5,CPM,35954,2001
Constituency_5,5,AITC,12768,2001
Constituency_5,5,DMK,41696,2001
Constituency_5,5,AIADMK,13780,2001
Constituency_5,5,OTHERS,94229,2001
Constituency_6,6,INC,34463,2001
Constituency_6,6,BJP,40974,2001
Constituency_6,6,CPM,76705,2001
Constituency_6,6,AITC,25273,2001
Constituency_6,6,DMK,54118,2001
Constituency_6,6,AIADMK,59087,2001
Constituency_6,6,OTHERS,86344,2001
Constituency_7,7,INC,41994,2001
Constituency_7,7,BJP,81362,2001
Constituency_7,7,CPM,65488,2001
Constituency_7,7,AITC,52524,2001
Constituency_7,7,DMK,71275,2001
Constituency_7,7,AIADMK,90586,2001
Constituency_7,7,OTHERS,23254,2001
Constituency_8,8,INC,52551,2001
Constituency_8,8,BJP,87417,2001
Constituency_8,8,CPM,83129,2001
Constituency_8,8,AITC,15460,2001
Constituency_8,8,DMK,48877,2001
Constituency_8,8,AIADMK,85031,2001
Constituency_8,8,OTHERS,98827,2001
Constituency_9,9,INC,20980,2001
Constituency_9,9,BJP,73896,2001
Constituency_9,9,CPM,11952,2001
Constituency_9,9,AITC,32686,2001
Constituency_9,9,DMK,69060,2001
Constituency_9,9,AIADMK,53794,2001
Constituency_9,9,OTHERS,98410,2001
Constituency_10,10,INC,47557,2001
Constituency_10,10,BJP,36139,2001
Constituency_10,10,CPM,46159,2001
Constituency_10,10,AITC,92583,2001
Constituency_10,10,DMK,71764,2001
Constituency_10,10,AIADMK,31286,2001
Constituency_10,10,OTHERS,83890,2001
Constituency_11,11,INC,12331,2001
Constituency_11,11,BJP,65248,2001
Constituency_11,11,CPM,65557,2001
Constituency_11,11,AITC,10606,2001
Constituency_11,11,DMK,49038,2001
Constituency_11,11,AIADMK,28806,2001
Constituency_11,11,OTHERS,72762,2001
Constituency_12,12,INC,54350,2001
Constituency_12,12,BJP,90821,2001
Constituency_12,12,CPM,62817,2001
Constituency_12,12,AITC,83592,2001
Constituency_12,12,DMK,79683,2001
Constituency_12,12,AIADMK,43928,2001
Constituency_12,12,OTHERS,22578,2001
Constituency_13,13,INC,15080,2001
Constituency_13,13,BJP,90753,2001
Constituency_13,13,CPM,94388,2001
Constituency_13,13,AITC,67371,2001
Constituency_13,13,DMK,15759,2001
Constituency_13,13,AIADMK,85370,2001
Constituency_13,13,OTHERS,49222,2001
Constituency_14,14,INC,92151,2001
Constituency_14,14,BJP,76245,2001
Constituency_14,14,CPM,73034,2001
Constituency_14,14,AITC,41921,2001
Constituency_14,14,DMK,29260,2001
Constituency_14,14,AIADMK,54272,2001
Constituency_14,14,OTHERS,16005,2001
Constituency_15,15,INC,91396,2001
Constituency_15,15,BJP,98723,2001
Constituency_15,15,CPM,11419,2001
Constituency_15,15,AITC,10554,2001
Constituency_15,15,DMK,83302,2001
Constituency_15,15,AIADMK,15378,2001
Constituency_15,15,OTHERS,43293,2001
Constituency_16,16,INC,55946,2001
Constituency_16,16,BJP,83039,2001
Constituency_16,16,CPM,78379,2001
Constituency_16,16,AITC,93193,2001
Constituency_16,16,DMK,59045,2001
Constituency_16,16,AIADMK,35765,2001
