AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,31079,2001
Constituency_1,1,BJP,15390,2001
Constituency_1,1,CPM,33600,2001
Constituency_1,1,AITC,99307,2001
Constituency_1,1,DMK,23502,2001
Constituency_1,1,AIADMK,69497,2001
Constituency_1,1,OTHERS,76612,2001
Constituency_2,2,INC,94524,2001
Constituency_2,2,BJP,65606,2001
Constituency_2,2,CPM,84188,2001
Constituency_2,2,AITC,95368,2001
Constituency_2,2,DMK,57599,2001
Constituency_2,2,AIADMK,77020,2001
Constituency_2,2,OTHERS,66011,2001
Constituency_3,3,INC,20473,2001
Constituency_3,3,BJP,38495,2001
Constituency_3,3,CPM,39208,2001
Constituency_3,3,AITC,73684,2001
Constituency_3,3,DMK,80922,2001
Constituency_3,3,AIADMK,41689,2001
Constituency_3,3,OTHERS,80755,2001
Constituency_4,4,INC,49956,2001
Constituency_4,4,BJP,53883,2001
Constituency_4,4,CPM,93343,2001
Constituency_4,4,AITC,77349,2001
Constituency_4,4,DMK,54413,2001
Constituency_4,4,AIADMK,83106,2001
Constituency_4,4,OTHERS,16503,2001
Constituency_5,5,INC,15246,2001
Constituency_5,5,BJP,58375,2001
Constituency_5,5,CPM,70469,2001
Constituency_5,5,AITC,17945,2001
Constituency_5,5,DMK,42407,2001
Constituency_5,5,AIADMK,25911,2001
Constituency_5,5,OTHERS,31759,2001
Constituency_6,6,INC,73446,2001
Constituency_6,6,BJP,10482,2001
Constituency_6,6,CPM,84246,2001
Constituency_6,6,AITC,32674,2001
Constituency_6,6,DMK,78660,2001
Constituency_6,6,AIADMK,60714,2001
Constituency_6,6,OTHERS,94632,2001
Constituency_7,7,INC,72071,2001
Constituency_7,7,BJP,52204,2001
Constituency_7,7,CPM,68535,2001
Constituency_7,7,AITC,98309,2001
Constituency_7,7,DMK,30959,2001
Constituency_7,7,AIADMK,60540,2001
Constituency_7,7,OTHERS,60557,2001
Constituency_8,8,INC,75873,2001
Constituency_8,8,BJP,47865,2001
Constituency_8,8,CPM,82928,2001
Constituency_8,8,AITC,76718,2001
Constituency_8,8,DMK,22354,2001
Constituency_8,8,AIADMK,14772,2001
Constituency_8,8,OTHERS,37070,2001
Constituency_9,9,INC,50195,2001
Constituency_9,9,BJP,86702,2001
Constituency_9,9,CPM,76015,2001
Constituency_9,9,AITC,80183,2001
Constituency_9,9,DMK,50293,2001
Constituency_9,9,AIADMK,24831,2001
Constituency_9,9,OTHERS,76478,2001
Constituency_10,10,INC,15679,2001
Constituency_10,10,BJP,23798,2001
Constituency_10,10,CPM,40387,2001
Constituency_10,10,AITC,11651,2001
Constituency_10,10,DMK,13632,2001
Constituency_10,10,AIADMK,32640,2001
Constituency_10,10,OTHERS,40857,2001
Constituency_11,11,INC,30546,2001
Constituency_11,11,BJP,32022,2001
Constituency_11,11,CPM,55140,2001
Constituency_11,11,AITC,75837,2001
Constituency_11,11,DMK,64670,2001
Constituency_11,11,AIADMK,66240,2001
Constituency_11,11,OTHERS,12064,2001
Constituency_12,12,INC,66227,2001
Constituency_12,12,BJP,36407,2001
Constituency_12,12,CPM,71297,2001
Constituency_12,12,AITC,37474,2001
Constituency_12,12,DMK,72840,2001
Constituency_12,12,AIADMK,96140,2001
Constituency_12,12,OTHERS,63887,2001
Constituency_13,13,INC,19528,2001
Constituency_13,13,BJP,64408,2001
Constituency_13,13,CPM,11250,2001
Constituency_13,13,AITC,22203,2001
Constituency_13,13,DMK,94266,2001
Constituency_13,13,AIADMK,54904,2001
Constituency_13,13,OTHERS,56456,2001
Constituency_14,14,INC,66544,2001
Constituency_14,14,BJP,61401,2001
Constituency_14,14,CPM,10472,2001
Constituency_14,14,AITC,81568,2001
Constituency_14,14,DMK,28443,2001
Constituency_14,14,AIADMK,51144,2001
Constituency_14,14,OTHERS,45790,2001
Constituency_15,15,INC,80973,2001
Constituency_15,15,BJP,74898,2001
Constituency_15,15,CPM,30326,2001
Constituency_15,15,AITC,37310,2001
Constituency_15,15,DMK,41990,2001
Constituency_15,15,AIADMK,17403,2001
Constituency_15,15,OTHERS,51972,2001
Constituency_16,16,INC,12977,2001
Constituency_16,16,BJP,27062,2001
Constituency_16,16,CPM,25909,2001
Constituency_16,16,AITC,49391,2001
Constituency_16,16,DMK,91145,2001
Constituency_16,16,AIADMK,43169,2001
Constituency_16,16,OTHERS,26163,2001
Constituency_17,17,INC,24771,2001
Constituency_17,17,BJP,56797,2001
Constituency_17,17,CPM,45245,2001
Constituency_17,17,AITC,13165,2001
Constituency_17,17,DMK,20087,2001
Constituency_17,17,AIADMK,27726,2001
Constituency_17,17,OTHERS,35833,2001
Constituency_18,18,INC,87579,2001
Constituency_18,18,BJP,67421,2001
Constituency_18,18,CPM,35184,2001
Constituency_18,18,AITC,95357,2001
Constituency_18,18,DMK,51476,2001
Constituency_18,18,AIADMK,88523,2001
Constituency_18,18,OTHERS,95700,2001
Constituency_19,19,INC,42272,2001
Constituency_19,19,BJP,16345,2001
Constituency_19,19,CPM,70401,2001
Constituency_19,19,AITC,23092,2001
Constituency_19,19,DMK,93874,2001
Constituency_19,19,AIADMK,82412,2001
Constituency_19,19,OTHERS,38727,2001
Constituency_20,20,INC,43487,2001
Constituency_20,20,BJP,35274,2001
Constituency_20,20,CPM,71373,2001
Constituency_20,20,AITC,91807,2001
Constituency_20,20,DMK,87163,2001
Constituency_20,20,AIADMK,45607,2001
Constituency_20,20,OTHERS,79850,2001
Constituency_21,21,INC,61626,2001
