AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,25782,2021
Constituency_1,1,BJP,18419,2021
Constituency_1,1,CPM,92288,2021
Constituency_1,1,AITC,84102,2021
Constituency_1,1,DMK,25897,2021
Constituency_1,1,AIADMK,66561,2021
Constituency_1,1,OTHERS,77930,2021
Constituency_2,2,INC,17339,2021
Constituency_2,2,BJP,84348,2021
Constituency_2,2,CPM,54071,2021
Constituency_2,2,AITC,28707,2021
Constituency_2,2,DMK,71805,2021
Constituency_2,2,AIADMK,74758,2021
Constituency_2,2,OTHERS,54984,2021
Constituency_3,3,INC,72646,2021
Constituency_3,3,BJP,19784,2021
Constituency_3,3,CPM,52451,2021
Constituency_3,3,AITC,46786,2021
Constituency_3,3,DMK,31481,2021
Constituency_3,3,AIADMK,69282,2021
Constituency_3,3,OTHERS,76864,2021
Constituency_4,4,INC,85705,2021
Constituency_4,4,BJP,30021,2021
Constituency_4,4,CPM,48694,2021
Constituency_4,4,AITC,89810,2021
Constituency_4,4,DMK,19586,2021
Constituency_4,4,AIADMK,79495,2021
Constituency_4,4,OTHERS,91561,2021
Constituency_5,5,INC,14381,2021
Constituency_5,5,BJP,69441,2021
Constituency_5,5,CPM,66087,2021
Constituency_5,5,AITC,21962,2021
Constituency_5,5,DMK,15972,2021
Constituency_5,5,AIADMK,29104,2021
Constituency_5,5,OTHERS,76586,2021
Constituency_6,6,INC,13554,2021
Constituency_6,6,BJP,50088,2021
Constituency_6,6,CPM,98224,2021
Constituency_6,6,AITC,82788,2021
Constituency_6,6,DMK,67686,2021
Constituency_6,6,AIADMK,29027,2021
Constituency_6,6,OTHERS,11662,2021
Constituency_7,7,INC,27016,2021
Constituency_7,7,BJP,78230,2021
Constituency_7,7,CPM,49149,2021
Constituency_7,7,AITC,31066,2021
Constituency_7,7,DMK,34152,2021
Constituency_7,7,AIADMK,59027,2021
Constituency_7,7,OTHERS,36124,2021
Constituency_8,8,INC,80736,2021
Constituency_8,8,BJP,45687,2021
Constituency_8,8,CPM,69626,2021
Constituency_8,8,AITC,87575,2021
Constituency_8,8,DMK,51343,2021
Constituency_8,8,AIADMK,49322,2021
Constituency_8,8,OTHERS,67507,2021
Constituency_9,9,INC,56229,2021
Constituency_9,9,BJP,16455,2021
Constituency_9,9,CPM,79130,2021
Constituency_9,9,AITC,45816,2021
Constituency_9,9,DMK,87462,2021
Constituency_9,9,AIADMK,29288,2021
Constituency_9,9,OTHERS,85488,2021
Constituency_10,10,INC,15280,2021
Constituency_10,10,BJP,81032,2021
Constituency_10,10,CPM,99635,2021
Constituency_10,10,AITC,50106,2021
Constituency_10,10,DMK,90729,2021
Constituency_10,10,AIADMK,50179,2021
Constituency_10,10,OTHERS,14328,2021
Constituency_11,11,INC,54746,2021
Constituency_11,11,BJP,87312,2021
Constituency_11,11,CPM,90283,2021
Constituency_11,11,AITC,41296,2021
Constituency_11,11,DMK,94512,2021
Constituency_11,11,AIADMK,47131,2021
Constituency_11,11,OTHERS,63788,2021
Constituency_12,12,INC,75897,2021
Constituency_12,12,BJP,46277,2021
Constituency_12,12,CPM,99212,2021
Constituency_12,12,AITC,19956,2021
Constituency_12,12,DMK,94168,2021
