AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,13613,2021
Constituency_1,1,BJP,67168,2021
Constituency_1,1,CPM,31514,2021
Constituency_1,1,AITC,74074,2021
Constituency_1,1,DMK,30878,2021
Constituency_1,1,AIADMK,34900,2021
Constituency_1,1,OTHERS,19362,2021
Constituency_2,2,INC,39238,2021
Constituency_2,2,BJP,52791,2021
Constituency_2,2,CPM,85080,2021
Constituency_2,2,AITC,21824,2021
Constituency_2,2,DMK,15090,2021
Constituency_2,2,AIADMK,59065,2021
Constituency_2,2,OTHERS,91929,2021
Constituency_3,3,INC,68006,2021
Constituency_3,3,BJP,60668,2021
Constituency_3,3,CPM,74783,2021
Constituency_3,3,AITC,85580,2021
Constituency_3,3,DMK,79623,2021
Constituency_3,3,AIADMK,77565,2021
Constituency_3,3,OTHERS,59557,2021
Constituency_4,4,INC,90312,2021
Constituency_4,4,BJP,79161,2021
Constituency_4,4,CPM,27897,2021
Constituency_4,4,AITC,49298,2021
Constituency_4,4,DMK,91358,2021
Constituency_4,4,AIADMK,97773,2021
Constituency_4,4,OTHERS,99647,2021
Constituency_5,5,INC,91580,2021
Constituency_5,5,BJP,71234,2021
Constituency_5,5,CPM,72625,2021
Constituency_5,5,AITC,84153,2021
Constituency_5,5,DMK,91275,2021
Constituency_5,5,AIADMK,12587,2021
Constituency_5,5,OTHERS,56243,2021
Constituency_6,6,INC,72542,2021
Constituency_6,6,BJP,59524,2021
Constituency_6,6,CPM,54173,2021
Constituency_6,6,AITC,82657,2021
Constituency_6,6,DMK,84496,2021
Constituency_6,6,AIADMK,99867,2021
Constituency_6,6,OTHERS,45473,2021
Constituency_7,7,INC,83862,2021
Constituency_7,7,BJP,46363,2021
Constituency_7,7,CPM,12542,2021
Constituency_7,7,AITC,71039,2021
Constituency_7,7,DMK,67742,2021
Constituency_7,7,AIADMK,28887,2021
Constituency_7,7,OTHERS,30879,2021
Constituency_8,8,INC,53781,2021
Constituency_8,8,BJP,78793,2021
Constituency_8,8,CPM,97368,2021
Constituency_8,8,AITC,24260,2021
Constituency_8,8,DMK,64519,2021
Constituency_8,8,AIADMK,56786,2021
Constituency_8,8,OTHERS,31109,2021
Constituency_9,9,INC,97019,2021
Constituency_9,9,BJP,78161,2021
Constituency_9,9,CPM,86239,2021
Constituency_9,9,AITC,46430,2021
Constituency_9,9,DMK,78926,2021
Constituency_9,9,AIADMK,15201,2021
Constituency_9,9,OTHERS,28265,2021
Constituency_10,10,INC,68043,2021
Constituency_10,10,BJP,49646,2021
Constituency_10,10,CPM,70776,2021
Constituency_10,10,AITC,25173,2021
Constituency_10,10,DMK,37942,2021
Constituency_10,10,AIADMK,37851,2021
Constituency_10,10,OTHERS,79811,2021
Constituency_11,11,INC,17195,2021
Constituency_11,11,BJP,98711,2021
Constituency_11,11,CPM,30193,2021
Constituency_11,11,AITC,55811,2021
Constituency_11,11,DMK,49216,2021
Constituency_11,11,AIADMK,59922,2021
Constituency_11,11,OTHERS,98178,2021
Constituency_12,12,INC,89579,2021
Constituency_12,12,BJP,20171,2021
Constituency_12,12,CPM,54505,2021
Constituency_12,12,AITC,79980,2021
Constituency_12,12,DMK,27675,2021
Constituency_12,12,AIADMK,47228,2021
Constituency_12,12,OTHERS,85404,2021
Constituency_13,13,INC,43151,2021
Constituency_13,13,BJP,38466,2021
Constituency_13,13,CPM,15947,2021
Constituency_13,13,AITC,62424,2021
Constituency_13,13,DMK,11160,2021
Constituency_13,13,AIADMK,66536,2021
Constituency_13,13,OTHERS,43925,2021
Constituency_14,14,INC,50716,2021
Constituency_14,14,BJP,47075,2021
Constituency_14,14,CPM,49539,2021
Constituency_14,14,AITC,22914,2021
Constituency_14,14,DMK,82684,2021
Constituency_14,14,AIADMK,27812,2021
Constituency_14,14,OTHERS,60621,2021
Constituency_15,15,INC,28117,2021
Constituency_15,15,BJP,90869,2021
Constituency_15,15,CPM,80219,2021
Constituency_15,15,AITC,58388,2021
Constituency_15,15,DMK,58832,2021
Constituency_15,15,AIADMK,56861,2021
Constituency_15,15,OTHERS,84443,2021
Constituency_16,16,INC,66868,2021
Constituency_16,16,BJP,96749,2021
Constituency_16,16,CPM,32327,2021
Constituency_16,16,AITC,27240,2021
Constituency_16,16,DMK,56937,2021
Constituency_16,16,AIADMK,17335,2021
Constituency_16,16,OTHERS,13549,2021
Constituency_17,17,INC,95800,2021
Constituency_17,17,BJP,11003,2021
Constituency_17,17,CPM,21681,2021
Constituency_17,17,AITC,51217,2021
Constituency_17,17,DMK,45077,2021
