AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,78541,2021
Constituency_1,1,BJP,91760,2021
Constituency_1,1,CPM,27577,2021
Constituency_1,1,AITC,85595,2021
Constituency_1,1,DMK,47323,2021
Constituency_1,1,AIADMK,29404,2021
Constituency_1,1,OTHERS,99750,2021
Constituency_2,2,INC,16305,2021
Constituency_2,2,BJP,25460,2021
Constituency_2,2,CPM,83430,2021
Constituency_2,2,AITC,63569,2021
Constituency_2,2,DMK,87724,2021
Constituency_2,2,AIADMK,54473,2021
Constituency_2,2,OTHERS,26480,2021
Constituency_3,3,INC,12681,2021
Constituency_3,3,BJP,80024,2021
Constituency_3,3,CPM,70494,2021
Constituency_3,3,AITC,27337,2021
Constituency_3,3,DMK,28272,2021
Constituency_3,3,AIADMK,90848,2021
Constituency_3,3,OTHERS,23682,2021
Constituency_4,4,INC,12391,2021
Constituency_4,4,BJP,69088,2021
Constituency_4,4,CPM,80079,2021
Constituency_4,4,AITC,74561,2021
Constituency_4,4,DMK,86922,2021
Constituency_4,4,AIADMK,23485,2021
Constituency_4,4,OTHERS,26164,2021
Constituency_5,5,INC,82000,2021
Constituency_5,5,BJP,98726,2021
Constituency_5,5,CPM,24619,2021
Constituency_5,5,AITC,50457,2021
Constituency_5,5,DMK,15853,2021
Constituency_5,5,AIADMK,68896,2021
Constituency_5,5,OTHERS,18365,2021
Constituency_6,6,INC,17289,2021
Constituency_6,6,BJP,76903,2021
Constituency_6,6,CPM,76277,2021
Constituency_6,6,AITC,10446,2021
Constituency_6,6,DMK,33547,2021
Constituency_6,6,AIADMK,81978,2021
Constituency_6,6,OTHERS,27279,2021
Constituency_7,7,INC,64074,2021
Constituency_7,7,BJP,57783,2021
Constituency_7,7,CPM,16817,2021
Constituency_7,7,AITC,27173,2021
Constituency_7,7,DMK,59161,2021
Constituency_7,7,AIADMK,88767,2021
Constituency_7,7,OTHERS,77863,2021
Constituency_8,8,INC,22680,2021
Constituency_8,8,BJP,32363,2021
Constituency_8,8,CPM,41752,2021
Constituency_8,8,AITC,59822,2021
Constituency_8,8,DMK,61876,2021
Constituency_8,8,AIADMK,98483,2021
Constituency_8,8,OTHERS,48594,2021
Constituency_9,9,INC,21346,2021
Constituency_9,9,BJP,17681,2021
Constituency_9,9,CPM,22216,2021
Constituency_9,9,AITC,96005,2021
Constituency_9,9,DMK,96245,2021
Constituency_9,9,AIADMK,12632,2021
Constituency_9,9,OTHERS,97002,2021
Constituency_10,10,INC,43804,2021
Constituency_10,10,BJP,28431,2021
Constituency_10,10,CPM,74527,2021
Constituency_10,10,AITC,17722,2021
Constituency_10,10,DMK,78673,2021
Constituency_10,10,AIADMK,49967,2021
Constituency_10,10,OTHERS,45425,2021
Constituency_11,11,INC,74314,2021
Constituency_11,11,BJP,85325,2021
Constituency_11,11,CPM,95391,2021
Constituency_11,11,AITC,11438,2021
Constituency_11,11,DMK,43297,2021
Constituency_11,11,AIADMK,79639,2021
Constituency_11,11,OTHERS,74457,2021
Constituency_12,12,INC,99757,2021
Constituency_12,12,BJP,67204,2021
Constituency_12,12,CPM,64878,2021
Constituency_12,12,AITC,82560,2021
Constituency_12,12,DMK,33535,2021
Constituency_12,12,AIADMK,69684,2021
Constituency_12,12,OTHERS,89155,2021
Constituency_13,13,INC,44408,2021
Constituency_13,13,BJP,35492,2021
Constituency_13,13,CPM,95019,2021
Constituency_13,13,AITC,35563,2021
Constituency_13,13,DMK,18942,2021
Constituency_13,13,AIADMK,97836,2021
Constituency_13,13,OTHERS,91886,2021
Constituency_14,14,INC,35533,2021
Constituency_14,14,BJP,61000,2021
Constituency_14,14,CPM,28196,2021
Constituency_14,14,AITC,54238,2021
Constituency_14,14,DMK,55287,2021
Constituency_14,14,AIADMK,49248,2021
Constituency_14,14,OTHERS,39403,2021
Constituency_15,15,INC,69184,2021
Constituency_15,15,BJP,69704,2021
Constituency_15,15,CPM,50894,2021
Constituency_15,15,AITC,19452,2021
Constituency_15,15,DMK,46217,2021
Constituency_15,15,AIADMK,33089,2021
Constituency_15,15,OTHERS,55318,2021
Constituency_16,16,INC,34212,2021
Constituency_16,16,BJP,98055,2021
Constituency_16,16,CPM,75916,2021
Constituency_16,16,AITC,75637,2021
Constituency_16,16,DMK,59207,2021
Constituency_16,16,AIADMK,68132,2021
Constituency_16,16,OTHERS,56411,2021
Constituency_17,17,INC,67670,2021
Constituency_17,17,BJP,97137,2021
Constituency_17,17,CPM,84196,2021
Constituency_17,17,AITC,34490,2021
Constituency_17,17,DMK,48254,2021
Constituency_17,17,AIADMK,61993,2021
Constituency_17,17,OTHERS,89911,2021
Constituency_18,18,INC,89452,2021
Constituency_18,18,BJP,12031,2021
Constituency_18,18,CPM,89074,2021
Constituency_18,18,AITC,86205,2021
Constituency_18,18,DMK,81080,2021
Constituency_18,18,AIADMK,83172,2021
Constituency_18,18,OTHERS,88728,2021
Constituency_19,19,INC,47748,2021
Constituency_19,19,BJP,87137,2021
Constituency_19,19,CPM,63266,2021
Constituency_19,19,AITC,45805,2021
Constituency_19,19,DMK,79422,2021
Constituency_19,19,AIADMK,95709,2021
Constituency_19,19,OTHERS,67584,2021
Constituency_20,20,INC,90221,2021
Constituency_20,20,BJP,44785,2021
Constituency_20,20,CPM,47755,2021
Constituency_20,20,AITC,29302,2021
Constituency_20,20,DMK,22372,2021
Constituency_20,20,AIADMK,77699,2021
Constituency_20,20,OTHERS,50461,2021
Constituency_21,21,INC,93496,2021
Constituency_21,21,BJP,22126,2021
Constituency_21,21,CPM,40549,2021
Constituency_21,21,AITC,63078,2021
Constituency_21,21,DMK,23857,2021
Constituency_21,21,AIADMK,98468,2021
Constituency_21,21,OTHERS,58848,2021
Constituency_22,22,INC,20172,2021
Constituency_22,22,BJP,27107,2021
Constituency_22,22,CPM,91156,2021
Constituency_22,22,AITC,10829,2021
Constituency_22,22,DMK,22872,2021
Constituency_22,22,AIADMK,31103,2021
Constituency_22,22,OTHERS,21611,2021
Constituency_23,23,INC,28901,2021
Constituency_23,23,BJP,60418,2021
Constituency_23,23,CPM,98371,2021
Constituency_23,23,AITC,30870,2021
Constituency_23,23,DMK,76303,2021
Constituency_23,23,AIADMK,82925,2021
Constituency_23,23,OTHERS,34917,2021
Constituency_24,24,INC,34276,2021
Constituency_24,24,BJP,21451,2021
Constituency_24,24,CPM,82178,2021
Constituency_24,24,AITC,31196,2021
Constituency_24,24,DMK,90818,2021
Constituency_24,24,AIADMK,47898,2021
Constituency_24,24,OTHERS,89296,2021
Constituency_25,25,INC,69764,2021
Constituency_25,25,BJP,48708,2021
Constituency_25,25,CPM,71291,2021
Constituency_25,25,AITC,53879,2021
Constituency_25,25,DMK,99304,2021
Constituency_25,25,AIADMK,69054,2021
Constituency_25,25,OTHERS,74636,2021
Constituency_26,26,INC,52147,2021
Constituency_26,26,BJP,56599,2021
Constituency_26,26,CPM,56067,2021
Constituency_26,26,AITC,70529,2021
Constituency_26,26,DMK,36536,2021
Constituency_26,26,AIADMK,96982,2021
Constituency_26,26,OTHERS,77924,2021
Constituency_27,27,INC,98221,2021
Constituency_27,27,BJP,13096,2021
Constituency_27,27,CPM,66089,2021
Constituency_27,27,AITC,34527,2021
Constituency_27,27,DMK,36550,2021
Constituency_27,27,AIADMK,75052,2021
Constituency_27,27,OTHERS,56107,2021
Constituency_28,28,INC,12392,2021
Constituency_28,28,BJP,54089,2021
Constituency_28,28,CPM,21420,2021
Constituency_28,28,AITC,61818,2021
Constituency_28,28,DMK,47208,2021
Constituency_28,28,AIADMK,83032,2021
Constituency_28,28,OTHERS,20163,2021
Constituency_29,29,INC,52288,2021
Constituency_29,29,BJP,82977,2021
Constituency_29,29,CPM,68034,2021
Constituency_29,29,AITC,58488,2021
Constituency_29,29,DMK,10510,2021
Constituency_29,29,AIADMK,31656,2021
Constituency_29,29,OTHERS,98414,2021
Constituency_30,30,INC,42870,2021
Constituency_30,30,BJP,91455,2021
Constituency_30,30,CPM,67048,2021
Constituency_30,30,AITC,91161,2021
Constituency_30,30,DMK,53956,2021
Constituency_30,30,AIADMK,13518,2021
Constituency_30,30,OTHERS,90612,2021
Constituency_31,31,INC,78374,2021
Constituency_31,31,BJP,59756,2021
Constituency_31,31,CPM,74419,2021
Constituency_31,31,AITC,38314,2021
Constituency_31,31,DMK,42618,2021
Constituency_31,31,AIADMK,50743,2021
Constituency_31,31,OTHERS,85353,2021
Constituency_32,32,INC,87448,2021
Constituency_32,32,BJP,56097,2021
Constituency_32,32,CPM,91051,2021
Constituency_32,32,AITC,49647,2021
Constituency_32,32,DMK,16209,2021
Constituency_32,32,AIADMK,22567,2021
Constituency_32,32,OTHERS,57206,2021
Constituency_33,33,INC,42582,2021
Constituency_33,33,BJP,21959,2021
Constituency_33,33,CPM,73233,2021
Constituency_33,33,AITC,16741,2021
Constituency_33,33,DMK,61296,2021
Constituency_33,33,AIADMK,87511,2021
Constituency_33,33,OTHERS,43168,2021
Constituency_34,34,INC,82542,2021
Constituency_34,34,BJP,15145,2021
Constituency_34,34,CPM,26242,2021
Constituency_34,34,AITC,23224,2021
Constituency_34,34,DMK,58606,2021
Constituency_34,34,AIADMK,11987,2021
Constituency_34,34,OTHERS,31276,2021
Constituency_35,35,INC,19041,2021
Constituency_35,35,BJP,28151,2021
Constituency_35,35,CPM,85681,2021
Constituency_35,35,AITC,33102,2021
Constituency_35,35,DMK,65169,2021
Constituency_35,35,AIADMK,27680,2021
Constituency_35,35,OTHERS,29140,2021
Constituency_36,36,INC,85841,2021
Constituency_36,36,BJP,24595,2021
Constituency_36,36,CPM,11414,2021
Constituency_36,36,AITC,31062,2021
Constituency_36,36,DMK,45304,2021
Constituency_36,36,AIADMK,22531,2021
Constituency_36,36,OTHERS,73573,2021
Constituency_37,37,INC,20008,2021
Constituency_37,37,BJP,71790,2021
Constituency_37,37,CPM,78418,2021
Constituency_37,37,AITC,88157,2021
Constituency_37,37,DMK,59498,2021
Constituency_37,37,AIADMK,51654,2021
Constituency_37,37,OTHERS,79259,2021
Constituency_38,38,INC,74781,2021
Constituency_38,38,BJP,32971,2021
Constituency_38,38,CPM,63014,2021
Constituency_38,38,AITC,53548,2021
Constituency_38,38,DMK,24110,2021
Constituency_38,38,AIADMK,53518,2021
Constituency_38,38,OTHERS,37678,2021
Constituency_39,39,INC,39718,2021
Constituency_39,39,BJP,74396,2021
Constituency_39,39,CPM,58760,2021
Constituency_39,39,AITC,10851,2021
Constituency_39,39,DMK,76516,2021
Constituency_39,39,AIADMK,60269,2021
Constituency_39,39,OTHERS,93624,2021
Constituency_40,40,INC,74478,2021
Constituency_40,40,BJP,21325,2021
Constituency_40,40,CPM,38697,2021
Constituency_40,40,AITC,54799,2021
Constituency_40,40,DMK,77224,2021
Constituency_40,40,AIADMK,93609,2021
Constituency_40,40,OTHERS,49755,2021
Constituency_41,41,INC,98079,2021
Constituency_41,41,BJP,39620,2021
Constituency_41,41,CPM,75696,2021
Constituency_41,41,AITC,22432,2021
Constituency_41,41,DMK,91045,2021
Constituency_41,41,AIADMK,47755,2021
Constituency_41,41,OTHERS,17171,2021
Constituency_42,42,INC,54338,2021
Constituency_42,42,BJP,97577,2021
Constituency_42,42,CPM,26397,2021
Constituency_42,42,AITC,17500,2021
Constituency_42,42,DMK,16650,2021
Constituency_42,42,AIADMK,82288,2021
Constituency_42,42,OTHERS,15011,2021
Constituency_43,43,INC,14855,2021
Constituency_43,43,BJP,65383,2021
Constituency_43,43,CPM,68483,2021
Constituency_43,43,AITC,26836,2021
Constituency_43,43,DMK,89292,2021
Constituency_43,43,AIADMK,59699,2021
Constituency_43,43,OTHERS,13274,2021
Constituency_44,44,INC,68260,2021
Constituency_44,44,BJP,30046,2021
Constituency_44,44,CPM,19143,2021
Constituency_44,44,AITC,18455,2021
Constituency_44,44,DMK,36756,2021
Constituency_44,44,AIADMK,31856,2021
Constituency_44,44,OTHERS,33919,2021
Constituency_45,45,INC,25662,2021
Constituency_45,45,BJP,18452,2021
Constituency_45,45,CPM,37173,2021
Constituency_45,45,AITC,14997,2021
Constituency_45,45,DMK,19448,2021
Constituency_45,45,AIADMK,31749,2021
Constituency_45,45,OTHERS,96051,2021
Constituency_46,46,INC,70304,2021
Constituency_46,46,BJP,51507,2021
Constituency_46,46,CPM,16924,2021
Constituency_46,46,AITC,75323,2021
Constituency_46,46,DMK,40885,2021
Constituency_46,46,AIADMK,42939,2021
Constituency_46,46,OTHERS,49082,2021
Constituency_47,47,INC,24934,2021
Constituency_47,47,BJP,96224,2021
Constituency_47,47,CPM,87143,2021
Constituency_47,47,AITC,26473,2021
Constituency_47,47,DMK,83344,2021
Constituency_47,47,AIADMK,24027,2021
Constituency_47,47,OTHERS,24400,2021
Constituency_48,48,INC,93067,2021
Constituency_48,48,BJP,22169,2021
Constituency_48,48,CPM,74317,2021
Constituency_48,48,AITC,15273,2021
Constituency_48,48,DMK,56015,2021
Constituency_48,48,AIADMK,40355,2021
Constituency_48,48,OTHERS,16468,2021
Constituency_49,49,INC,28666,2021
Constituency_49,49,BJP,94108,2021
Constituency_49,49,CPM,98967,2021
Constituency_49,49,AITC,58833,2021
Constituency_49,49,DMK,90016,2021
Constituency_49,49,AIADMK,96927,2021
Constituency_49,49,OTHERS,94656,2021
Constituency_50,50,INC,51228,2021
Constituency_50,50,BJP,96275,2021
Constituency_50,50,CPM,40899,2021
Constituency_50,50,AITC,23269,2021
Constituency_50,50,DMK,19887,2021
Constituency_50,50,AIADMK,95959,2021
Constituency_50,50,OTHERS,49489,2021
Constituency_51,51,INC,15051,2021
Constituency_51,51,BJP,88892,2021
Constituency_51,51,CPM,58651,2021
Constituency_51,51,AITC,53614,2021
Constituency_51,51,DMK,89790,2021
Constituency_51,51,AIADMK,90605,2021
Constituency_51,51,OTHERS,85522,2021
Constituency_52,52,INC,68051,2021
Constituency_52,52,BJP,48402,2021
Constituency_52,52,CPM,95824,2021
Constituency_52,52,AITC,52367,2021
Constituency_52,52,DMK,91043,2021
Constituency_52,52,AIADMK,21720,2021
Constituency_52,52,OTHERS,67856,2021
Constituency_53,53,INC,89088,2021
Constituency_53,53,BJP,86546,2021
Constituency_53,53,CPM,21865,2021
Constituency_53,53,AITC,19157,2021
Constituency_53,53,DMK,72424,2021
Constituency_53,53,AIADMK,34616,2021
Constituency_53,53,OTHERS,75160,2021
Constituency_54,54,INC,91592,2021
Constituency_54,54,BJP,34078,2021
Constituency_54,54,CPM,34661,2021
Constituency_54,54,AITC,16303,2021
Constituency_54,54,DMK,32685,2021
Constituency_54,54,AIADMK,13694,2021
Constituency_54,54,OTHERS,81346,2021
Constituency_55,55,INC,65222,2021
Constituency_55,55,BJP,97945,2021
Constituency_55,55,CPM,16144,2021
Constituency_55,55,AITC,97361,2021
Constituency_55,55,DMK,94375,2021
Constituency_55,55,AIADMK,44370,2021
Constituency_55,55,OTHERS,46314,2021
Constituency_56,56,INC,23543,2021
Constituency_56,56,BJP,94971,2021
Constituency_56,56,CPM,75382,2021
Constituency_56,56,AITC,27857,2021
Constituency_56,56,DMK,52460,2021
Constituency_56,56,AIADMK,32438,2021
Constituency_56,56,OTHERS,26550,2021
Constituency_57,57,INC,97490,2021
Constituency_57,57,BJP,94058,2021
Constituency_57,57,CPM,37760,2021
Constituency_57,57,AITC,13461,2021
Constituency_57,57,DMK,57068,2021
Constituency_57,57,AIADMK,63796,2021
Constituency_57,57,OTHERS,13274,2021
Constituency_58,58,INC,34664,2021
Constituency_58,58,BJP,73325,2021
Constituency_58,58,CPM,26417,2021
Constituency_58,58,AITC,82322,2021
Constituency_58,58,DMK,43642,2021
Constituency_58,58,AIADMK,28828,2021
Constituency_58,58,OTHERS,86002,2021
Constituency_59,59,INC,44437,2021
Constituency_59,59,BJP,15447,2021
Constituency_59,59,CPM,44631,2021
Constituency_59,59,AITC,83768,2021
Constituency_59,59,DMK,13892,2021
Constituency_59,59,AIADMK,60808,2021
Constituency_59,59,OTHERS,75105,2021
Constituency_60,60,INC,18046,2021
Constituency_60,60,BJP,17265,2021
Constituency_60,60,CPM,94472,2021
Constituency_60,60,AITC,19429,2021
Constituency_60,60,DMK,52536,2021
Constituency_60,60,AIADMK,55457,2021
Constituency_60,60,OTHERS,93534,2021
Constituency_61,61,INC,92209,2021
Constituency_61,61,BJP,75607,2021
Constituency_61,61,CPM,65985,2021
Constituency_61,61,AITC,19975,2021
Constituency_61,61,DMK,22063,2021
Constituency_61,61,AIADMK,51752,2021
Constituency_61,61,OTHERS,58979,2021
Constituency_62,62,INC,96562,2021
Constituency_62,62,BJP,12562,2021
Constituency_62,62,CPM,98246,2021
Constituency_62,62,AITC,60938,2021
Constituency_62,62,DMK,53183,2021
Constituency_62,62,AIADMK,52409,2021
Constituency_62,62,OTHERS,94060,2021
Constituency_63,63,INC,64286,2021
Constituency_63,63,BJP,91816,2021
Constituency_63,63,CPM,97888,2021
Constituency_63,63,AITC,15780,2021
Constituency_63,63,DMK,19183,2021
Constituency_63,63,AIADMK,26506,2021
Constituency_63,63,OTHERS,47894,2021
Constituency_64,64,INC,98536,2021
Constituency_64,64,BJP,33477,2021
Constituency_64,64,CPM,31534,2021
Constituency_64,64,AITC,18056,2021
Constituency_64,64,DMK,64805,2021
Constituency_64,64,AIADMK,72077,2021
Constituency_64,64,OTHERS,67368,2021
Constituency_65,65,INC,16114,2021
Constituency_65,65,BJP,55650,2021
Constituency_65,65,CPM,71343,2021
Constituency_65,65,AITC,20270,2021
Constituency_65,65,DMK,66751,2021
Constituency_65,65,AIADMK,59221,2021
Constituency_65,65,OTHERS,95382,2021
Constituency_66,66,INC,75617,2021
Constituency_66,66,BJP,49670,2021
Constituency_66,66,CPM,44253,2021
Constituency_66,66,AITC,22937,2021
Constituency_66,66,DMK,30256,2021
Constituency_66,66,AIADMK,66305,2021
Constituency_66,66,OTHERS,41529,2021
Constituency_67,67,INC,92461,2021
Constituency_67,67,BJP,47635,2021
Constituency_67,67,CPM,23434,2021
Constituency_67,67,AITC,96543,2021
Constituency_67,67,DMK,26692,2021
Constituency_67,67,AIADMK,22022,2021
Constituency_67,67,OTHERS,93705,2021
Constituency_68,68,INC,56473,2021
Constituency_68,68,BJP,62954,2021
Constituency_68,68,CPM,33401,2021
Constituency_68,68,AITC,15512,2021
Constituency_68,68,DMK,69120,2021
Constituency_68,68,AIADMK,15909,2021
Constituency_68,68,OTHERS,43982,2021
Constituency_69,69,INC,24692,2021
