AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,52104,2011
Constituency_1,1,BJP,21748,2011
Constituency_1,1,CPM,38434,2011
Constituency_1,1,AITC,38629,2011
Constituency_1,1,DMK,68856,2011
Constituency_1,1,AIADMK,80409,2011
Constituency_1,1,OTHERS,26293,2011
Constituency_2,2,INC,52022,2011
Constituency_2,2,BJP,60361,2011
Constituency_2,2,CPM,92836,2011
Constituency_2,2,AITC,88643,2011
Constituency_2,2,DMK,71617,2011
Constituency_2,2,AIADMK,10092,2011
Constituency_2,2,OTHERS,25666,2011
Constituency_3,3,INC,93884,2011
Constituency_3,3,BJP,17715,2011
Constituency_3,3,CPM,70133,2011
Constituency_3,3,AITC,52961,2011
Constituency_3,3,DMK,88145,2011
Constituency_3,3,AIADMK,85529,2011
Constituency_3,3,OTHERS,77461,2011
Constituency_4,4,INC,37719,2011
Constituency_4,4,BJP,10619,2011
Constituency_4,4,CPM,80076,2011
Constituency_4,4,AITC,98665,2011
Constituency_4,4,DMK,73050,2011
Constituency_4,4,AIADMK,44895,2011
Constituency_4,4,OTHERS,41027,2011
Constituency_5,5,INC,52796,2011
Constituency_5,5,BJP,27986,2011
Constituency_5,5,CPM,92606,2011
Constituency_5,5,AITC,92903,2011
Constituency_5,5,DMK,89530,2011
Constituency_5,5,AIADMK,19361,2011
Constituency_5,5,OTHERS,66425,2011
Constituency_6,6,INC,74174,2011
Constituency_6,6,BJP,15531,2011
Constituency_6,6,CPM,80107,2011
Constituency_6,6,AITC,83110,2011
Constituency_6,6,DMK,14995,2011
Constituency_6,6,AIADMK,74416,2011
Constituency_6,6,OTHERS,80209,2011
Constituency_7,7,INC,60201,2011
Constituency_7,7,BJP,35676,2011
Constituency_7,7,CPM,48900,2011
Constituency_7,7,AITC,25788,2011
Constituency_7,7,DMK,14972,2011
Constituency_7,7,AIADMK,55990,2011
Constituency_7,7,OTHERS,14283,2011
Constituency_8,8,INC,87241,2011
Constituency_8,8,BJP,82638,2011
Constituency_8,8,CPM,97789,2011
Constituency_8,8,AITC,22551,2011
Constituency_8,8,DMK,13398,2011
Constituency_8,8,AIADMK,99621,2011
Constituency_8,8,OTHERS,97417,2011
Constituency_9,9,INC,45627,2011
Constituency_9,9,BJP,55377,2011
Constituency_9,9,CPM,74427,2011
Constituency_9,9,AITC,74722,2011
Constituency_9,9,DMK,92276,2011
Constituency_9,9,AIADMK,86763,2011
Constituency_9,9,OTHERS,58264,2011
Constituency_10,10,INC,81952,2011
Constituency_10,10,BJP,86316,2011
Constituency_10,10,CPM,14968,2011
Constituency_10,10,AITC,27288,2011
Constituency_10,10,DMK,53033,2011
Constituency_10,10,AIADMK,21964,2011
Constituency_10,10,OTHERS,37550,2011
Constituency_11,11,INC,78976,2011
Constituency_11,11,BJP,15353,2011
Constituency_11,11,CPM,64582,2011
Constituency_11,11,AITC,50475,2011
Constituency_11,11,DMK,61469,2011
Constituency_11,11,AIADMK,87780,2011
Constituency_11,11,OTHERS,95196,2011
Constituency_12,12,INC,99183,2011
Constituency_12,12,BJP,59506,2011
Constituency_12,12,CPM,83198,2011
Constituency_12,12,AITC,58469,2011
Constituency_12,12,DMK,85833,2011
Constituency_12,12,AIADMK,56126,2011
Constituency_12,12,OTHERS,93628,2011
Constituency_13,13,INC,80604,2011
Constituency_13,13,BJP,52794,2011
Constituency_13,13,CPM,46600,2011
Constituency_13,13,AITC,23851,2011
Constituency_13,13,DMK,19524,2011
Constituency_13,13,AIADMK,30884,2011
