AC_NAME,AC_NO,PARTY,VOTES,YEAR
Constituency_1,1,INC,18088,2011
Constituency_1,1,BJP,74892,2011
Constituency_1,1,CPM,65763,2011
Constituency_1,1,AITC,71494,2011
Constituency_1,1,DMK,84165,2011
Constituency_1,1,AIADMK,92839,2011
Constituency_1,1,OTHERS,25870,2011
Constituency_2,2,INC,83094,2011
Constituency_2,2,BJP,29602,2011
Constituency_2,2,CPM,90510,2011
Constituency_2,2,AITC,86809,2011
Constituency_2,2,DMK,10468,2011
Constituency_2,2,AIADMK,40727,2011
Constituency_2,2,OTHERS,87006,2011
Constituency_3,3,INC,64277,2011
Constituency_3,3,BJP,44491,2011
Constituency_3,3,CPM,98399,2011
Constituency_3,3,AITC,73705,2011
Constituency_3,3,DMK,99271,2011
Constituency_3,3,AIADMK,45667,2011
Constituency_3,3,OTHERS,69849,2011
Constituency_4,4,INC,94629,2011
Constituency_4,4,BJP,10260,2011
Constituency_4,4,CPM,19804,2011
Constituency_4,4,AITC,35181,2011
Constituency_4,4,DMK,48248,2011
Constituency_4,4,AIADMK,83101,2011
Constituency_4,4,OTHERS,78064,2011
Constituency_5,5,INC,14327,2011
Constituency_5,5,BJP,42213,2011
Constituency_5,5,CPM,72485,2011
Constituency_5,5,AITC,41025,2011
Constituency_5,5,DMK,76927,2011
Constituency_5,5,AIADMK,10390,2011
Constituency_5,5,OTHERS,95247,2011
Constituency_6,6,INC,91387,2011
Constituency_6,6,BJP,22865,2011
Constituency_6,6,CPM,89832,2011
Constituency_6,6,AITC,27088,2011
Constituency_6,6,DMK,64665,2011
Constituency_6,6,AIADMK,25320,2011
Constituency_6,6,OTHERS,13105,2011
Constituency_7,7,INC,54881,2011
Constituency_7,7,BJP,76355,2011
Constituency_7,7,CPM,77119,2011
Constituency_7,7,AITC,97221,2011
Constituency_7,7,DMK,19170,2011
Constituency_7,7,AIADMK,40685,2011
Constituency_7,7,OTHERS,81849,2011
Constituency_8,8,INC,94559,2011
Constituency_8,8,BJP,60624,2011
Constituency_8,8,CPM,15363,2011
Constituency_8,8,AITC,48142,2011
Constituency_8,8,DMK,53901,2011
Constituency_8,8,AIADMK,37103,2011
Constituency_8,8,OTHERS,57632,2011
Constituency_9,9,INC,65385,2011
